bookID	title	authors	average_rating	isbn	isbn13	language_code	num_pages	ratings_count	text_reviews_count	publication_date	publisher
15549	Armageddon's Children (Genesis of Shannara  #1)	Terry Brooks	4.1	345484088	9780345484086	eng	371	12609	524	9/30/2006	Ballantine Books
15550	Straken (High Druid of Shannara  #3)	Terry Brooks	4.04	345451139	9780345451132	eng	384	10276	126	8/15/2006	Del Rey
15552	Tanequil (High Druid of Shannara  #2)	Terry Brooks	3.98	034543577X	9780345435774	eng	357	10750	106	8/30/2005	Del Rey Books
15553	The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3)	Terry Brooks	4.27	345492862	9780345492869	eng	1248	3088	39	11/14/2006	Del Rey
15555	The Heritage of Shannara (Heritage of Shannara  #1-4)	Terry Brooks	4.29	345465547	9780345465542	eng	1238	3613	42	8/26/2003	Del Rey Books
15557	Jarka Ruus (High Druid of Shannara  #1)	Terry Brooks	3.97	345483898	9780345483898	eng	416	12122	138	7/26/2005	Del Rey
15562	Ilse Witch (Voyage of the Jerle Shannara #1)	Terry Brooks	3.96	743209516	9780743209519	eng	464	144	9	10/2/2000	Earthlight
15563	First King of Shannara (The Original Shannara Trilogy #0)	Terry Brooks	3.96	345396537	9780345396532	eng	435	864	55	1/29/1997	Del Rey
15566	The Elf Queen of Shannara (Heritage of Shannara  #3)	Terry Brooks	4.04	1857238273	9781857238273	eng	416	26676	188	3/4/1998	Orbit
15577	The Druids' Keep (The Sword of Shannara  #2)	Terry Brooks	4.16	345461452	9780345461452	eng	240	3732	8	6/3/2003	Del Rey
15578	The Elfstones of Shannara (The Original Shannara Trilogy #2)	Terry Brooks	3.97	345285549	9780345285546	eng	564	1691	152	10/10/2000	Del Rey Books
15580	In the Shadow of the Warlock Lord (The Sword of Shannara  #1)	Terry Brooks	4.06	345461460	9780345461469	eng	240	6139	22	8/5/2009	Del Rey
15581	Ferdydurke	Witold Gombrowicz,Danuta Borchardt	3.86	300082401	9780300082401	eng	320	8193	198	8/11/2000	Yale University Press
15582	Cosmos and Pornografia: Two Novels	Witold Gombrowicz,Alastair Hamilton,Eric Mosbacher	4.12	802151590	9780802151599	eng	362	241	25	3/23/1994	Grove Press
15584	Cosmos	Witold Gombrowicz,Danuta Borchardt	4.03	300108486	9780300108484	eng	208	1896	129	10/10/2005	Yale University Press
15587	Bacacay	Witold Gombrowicz,Bill Johnston	3.94	097639507X	9780976395072	eng	275	491	28	5/1/2006	Archipelago Books
15592	McSweeney's #12	Dave Eggers,Roddy Doyle,McSweeney's Publishing	3.87	1932416064	9781932416060	eng	273	188	7	12/1/2003	McSweeney's
15594	A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812	Laurel Thatcher Ulrich	4.01	679733760	9780679733768	eng	444	5149	633	12/22/1991	Vintage Books
15595	The Midwife's Apprentice	Karen Cushman	3.72	006440630X	9780064406307	eng	128	36039	1585	8/16/1996	HarperTrophy
15598	Heart & Hands: A Midwife's Guide to Pregnancy & Birth	Elizabeth  Davis,Suzanne Arms	4.37	1587612216	9781587612213	eng	312	875	43	11/1/2004	Celestial Arts
15599	A Midwife's Story	Sheryl Feldman,Penny Armstrong	4.07	1905177046	9781905177042	eng	194	1473	136	4/1/2007	Pinter & Martin Ltd
15600	The Midwife's Tale	Gretchen Moran Laskas	3.83	385335547	9780385335546	eng	256	705	99	3/2/2004	Delta
15603	Varney's Pocket Midwife	Jan M. Kriebs,Carolyn L. Gegor	4.06	763726710	9780763726713	eng	616	4	0	1/1/2005	Jones & Bartlett Publishers
15606	McSweeney's #24	Dave Eggers,Christopher R. Howard,Jonathan Ames,Joe Meno,Eric Hanson	3.8	1932416773	9781932416770	eng	300	277	31	5/28/2007	McSweeney's
15610	Billy Budd  Sailor and Other Uncompleted Writings	Herman Melville	3.11	810111136	9780810111134	eng	1016	9	1	12/15/2007	Northwestern University Press
15611	Billy Budd  Sailor	Herman Melville,Harrison Hayford,Merton M. Sealts Jr.	3.12	226321320	9780226321325	eng	230	228	26	9/1/2001	University of Chicago Press
15613	Billy Budd  Sailor	Herman Melville	3.12	1416523723	9781416523727	eng	160	12599	687	8/1/2006	Simon  Schuster
15617	The Outsider	Richard Wright	4.16	60539259	9780060539252	en-US	672	1779	76	7/29/2003	Harpperen
15622	Native Son	Richard Wright	3.99	006083756X	9780060837563	eng	504	75139	2987	8/2/2005	Harper Perennial Modern Classics
15624	Later Works: Black Boy (American Hunger) , The Outsider	Richard Wright,Arnold Rampersad	4.34	940450674	9780940450677	eng	887	53	7	10/1/1991	Library of America
15638	Cyrano de Bergerac	Edmond Rostand,Eteel Lawson,Lowell Bair	4.06	451528921	9780451528926	eng	240	62116	1119	8/5/2003	Signet Classics
15640	Cyrano de Bergerac	Edmond Rostand,Anthony Burgess	4.06	1854591177	9781854591173	eng	192	59	11	9/1/2003	Nick Hern Books
15647	The Inferno of Dante: A New Verse Translation (Bilingual Edition)	Dante Alighieri,Robert Pinsky,Michael Mazur	4	374525315	9780374525316	mul	464	657	94	9/1/1997	Farrar  Straus and Giroux
15650	Batman: Inferno	Alexander C. Irvine	3.63	345479459	9780345479457	eng	339	348	24	10/31/2006	Del Rey
15651	Inferno (La Divina Commedia #1)	Dante Alighieri,Ronald L. Martinez,Robert M. Durling,Robert Turner	4	195087445	9780195087444	eng	672	468	50	3/6/1997	Oxford University Press  USA
15652	Dante's Inferno	Dante Alighieri,Mark Musa	4	253209307	9780253209306	eng	432	43	6	6/22/1995	Indiana University Press
15654	The Stranger Beside Me: Ted Bundy: The Shocking Inside Story	Ann Rule	4.14	451203267	9780451203267	eng	548	54029	2779	6/1/2001	Signet
15655	The Kindness of Strangers	Katrina Kittle	4.02	60564784	9780060564780	en-US	400	11669	1418	1/2/2007	William Morrow Paperbacks
15667	Stranger in the Forest: On Foot Across Borneo	Eric Hansen	4.1	375724958	9780375724954	eng	288	1584	110	11/14/2000	Vintage
15669	Strangers In Paradise  Pocket Book 5	Terry Moore	4.38	1892597381	9781892597380	eng	392	999	24	12/14/2005	Abstract Studio
15672	The Strangers in the House	Georges Simenon,P.D. James,Geoffrey Sainsbury,David Watson	3.75	1590171942	9781590171943	eng	194	655	66	10/24/2006	NYRB Classics
15673	Wayside School Gets A Little Stranger (Wayside School  #3)	Louis Sachar	4.19	747569118	9780747569114	eng	176	17980	416	4/1/2004	Bloomsbury U.S.A. Children's Books
15676	Strangers	Dean Koontz	4	425181111	9780425181119	eng	704	38693	590	10/1/2002	Berkley
15677	Strangers on a Train	Patricia Highsmith	3.78	393321983	9780393321982	eng	256	13041	1208	8/28/2001	W. W. Norton & Company
15678	Come a Stranger (Tillerman Cycle  #5)	Cynthia Voigt	3.89	068980444X	9780689804441	eng	256	1742	79	11/1/1995	Simon Pulse
15680	Exile and the Kingdom	Albert Camus,Carol Cosman,Orhan Pamuk	3.89	307278581	9780307278586	eng	166	680	56	2/13/2007	Vintage
15682	A Happy Death	Albert Camus,Richard Howard,Jean Sarocchi	3.82	141186585	9780141186580	eng	144	6975	257	2/28/2002	Penguin Classics
15683	Lyrical and Critical Essays	Albert Camus,Ellen Conroy Kennedy,Philip Thody	4.27	394708520	9780394708522	eng	365	817	52	9/12/1970	Vintage
15688	L'Étranger	Albert Camus	3.98	2070360024	9782070360024	fre	184	13454	765	3/2/2000	Gallimard
15690	Outsider	Albert Camus	3.98	081912141X	9780819121417	eng	110	21	2	1/1/1983	University Press of America
15691	Caligula and Three Other Plays	Albert Camus	4.04	039440520X	9780394405209	fre	0	17	3	5/1/1966	Knopf
15692	The Possessed	Albert Camus,Justin O'Brien	3.83	039470245X	9780394702452	eng	190	325	22	3/12/1964	Vintage
15698	Caligula	Albert Camus,Pierre-Louis Rey,P. Morgan,E.T. Jones	4.08	2070386708	9782070386703	fre	224	6059	210	9/1/1993	Gallimard
15701	Introducing Camus	David Zane Mairowitz,Alain Korkos	3.8	1840460644	9781840460643	en-US	176	163	12	1/3/1998	Totem Books
15704	Notebooks  1935-1951	Albert Camus,Philip Thody,Justin O'Brien	4.28	1569246661	9781569246665	eng	496	553	12	9/1/1998	Marlowe & Company
15705	Existential Meditation	Simon Cleveland	4.91	1411665309	9781411665309	eng	100	11	3	12/22/2005	Lulu.com
15708	The Plague	Albert Camus,Robin Buss	3.98	141185139	9780141185132	eng	238	975	80	12/5/2002	Penguin
15714	Le mythe de Sisyphe	Albert Camus	4.15	2070322882	9782070322886	fre	187	851	49	2/21/1985	Gallimard
15719	Marvel 1602	Neil Gaiman,Andy Kubert,Richard Isanove,Peter Sanderson,Todd Klein	3.94	785123113	9780785123118	eng	248	48894	1354	8/2/2006	Marvel
15725	Galapagos: A Natural History	Michael H. Jackson	3.88	1895176409	9781895176407	eng	336	98	10	6/30/1994	University of Calgary Press
15731	Ecuador & the Galapagos Islands	Danny Palmerlee,Carolyn McCarthy,Michael Grosberg,Lonely Planet	3.89	174104295X	9781741042955	en-GB	440	66	8	8/1/2006	Lonely Planet
15734	Galápagos	Kurt Vonnegut Jr.	3.88	2246371929	9782246371922	fre	282	27	1	6/1/1994	Grasset
15735	Breakfast of Champions	Robert Egan,Kurt Vonnegut Jr.	4	573605734	9780573605734	eng	106	17	0	4/7/2017	Samuel French  Inc.
15740	Seabiscuit: The Saga of a Great Champion	B.K. Beckwith,Howard Brodie,Grantland Rice	4.47	1594160007	9781594160004	eng	64	22	0	8/1/2004	Westholme Publishing
15746	One Door Away from Heaven	Dean Koontz	3.97	553582755	9780553582758	eng	681	17959	555	10/29/2002	Bantam
15763	Dark Rivers of the Heart , Sole Survivor , Intensity	Dean Koontz	4.41	970998716	9780970998712	eng	700	602	10	10/25/2001	Bright Sky Press
15764	The Amateur Marriage	Anne Tyler	3.62	345472454	9780345472458	eng	342	12986	1112	1/31/2006	Ballantine Books
15766	El matrimonio amateur	Anne Tyler,Gemma Rovira	3.62	8466307605	9788466307604	spa	459	4	1	11/1/2006	Punto de Lectura
15773	Angel Christmas	Carole Nelson Douglas,Emma Merritt,Marilyn Campbell,Patricia Rice,Mary Balogh	3.49	451406281	9780451406286	eng	384	72	5	11/1/1995	Topaz
15779	Sideways Stories from Wayside School (Wayside School #1)	Louis Sachar,Adam McCauley	4.15	747571775	9780747571773	eng	144	81090	1835	1/19/2004	Bloomsbury Childrens Books
15781	Sideways	Rex Pickett	3.69	312342519	9780312342517	eng	368	4494	522	10/1/2004	St. Martin's Griffin
15782	Sideways Arithmetic from Wayside School (Wayside School #2.5)	Louis Sachar	3.88	747569126	9780747569121	eng	96	3708	74	5/1/2004	Bloomsbury U.S.A. Children's Books
15783	The Sideways Guide to Wine and Life	Alexander Payne,Jim     Taylor	4.38	1557046867	9781557046864	eng	64	8	0	5/25/2005	Newmarket Press
15785	More Sideways Arithmetic from Wayside School (Wayside School #2.6)	Louis Sachar	3.92	747569134	9780747569138	eng	112	856	28	9/1/1994	Bloomsbury U.S.A. Children's Books
15786	Sideways: The Shooting Script	Alexander Payne,Jim     Taylor	4.21	1557046557	9781557046550	eng	192	101	3	12/8/2004	Newmarket Press
15788	White Man's Grave	Richard Dooling	3.94	031213214X	9780312132149	eng	400	367	48	3/15/1995	Picador USA
15796	Charms for the Easy Life	Kaye Gibbons	4.02	60760257	9780060760250	eng	272	11168	744	7/1/2005	Harper Perennial
15806	The Lovely Bones	Alice Sebold	3.81	316168815	9780316168816	en-US	328	5945	735	4/20/2004	Back Bay Books
15812	Hour Game (Sean King & Michelle Maxwell  #2)	David Baldacci	3.97	140500522X	9781405005227	eng	437	15	2	1/21/2005	MacMillan
15817	House of Sand and Fog	Andre Dubus III,Fontaine Dollas Dubus	3.85	788759892	9780788759895	eng	15	108	19	1/1/1999	Recorded Books
15819	While I Was Gone	Sue Miller	3.69	345420748	9780345420749	eng	352	239	28	11/26/2002	Ballantine Books
15820	My War Gone by  I Miss It So	Anthony Loyd	4.29	552771333	9780552771337	en-GB	336	20	2	11/7/2000	Bantam Press
15824	Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music	Mark Zwonitzer,Charles Hirshberg	4.28	074324382X	9780743243827	eng	432	894	99	2/23/2004	Simon  Schuster
15826	Bird Songs: Of North America	Les Beletsky,Jon L. Dunn	4.48	1932855416	9781932855418	eng	368	273	30	9/28/2006	Chronicle Books
15827	National Geographic Field Guide to the Birds of North America	National Geographic Society,Jon L. Dunn,Jonathan Alderfer	4.38	792253140	9780792253143	eng	503	745	27	11/23/2006	National Geographic Society
15836	Fugitive Pieces	Anne Michaels	3.93	679776591	9780679776598	eng	304	12209	947	5/26/1998	Vintage
15846	Theories of Relativity	Barbara Haworth-Attard	3.91	805077901	9780805077902	eng	240	760	75	9/1/2005	Henry Holt and Co. (BYR)
15852	Relativity: The Special and the General Theory	Albert Einstein,Nigel Calder,Robert W. Lawson	4.18	143039822	9780143039822	eng	130	14068	344	7/25/2006	Penguin Classics
15855	Relativity: The Special and the General Theory: The Masterpiece Science Edition	Albert Einstein,Roger Penrose,Robert Geroch,David C. Cassidy	4.18	131862618	9780131862616	en-US	288	24	2	4/1/2005	Pi Press
15858	Mirror Mirror	Gregory Maguire	3.28	60988657	9780060988654	eng	280	28014	1512	10/1/2004	Regan Books
15859	Unnatural Exposure (Kay Scarpetta  #8)	Patricia Cornwell	4.06	425163407	9780425163405	eng	367	725	33	7/1/1998	Berkley
15862	Estado De Miedo	Michael Crichton	3.7	9685959757	9789685959759	spa	685	2	0	6/30/2005	Plaza & Janés Mexico
15867	Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?	Ben Schoen,Andy Gordon,Gretchen Stull,Emerson Spartz,Jamie Lawrence	4.23	1569755833	9781569755839	en-GB	216	9023	112	10/19/2006	Ulysses Press
15872	Harry Potter y el misterio del príncipe (Harry Potter  #6)	J.K. Rowling,Gemma Rovira Ortega	4.57	8478889930	9788478889938	spa	602	5104	386	2/28/2006	Salamandra
15876	Harry Potter y la Orden del Fénix (Harry Potter  #5)	J.K. Rowling	4.49	8478888845	9788478888849	spa	893	5637	458	2/21/2004	Emece Editores
15877	Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4	Galadriel Waters,Astre Mithrandir	4.05	972393617	9780972393614	en-US	412	2774	37	1/1/2003	Wizarding World Press
15880	Harrius Potter et Philosophi Lapis	J.K. Rowling,Peter Needham	4.47	1582348251	9781582348254	lat	249	195	24	7/7/2003	Bloomsbury
15881	Harry Potter and the Chamber of Secrets (Harry Potter  #2)	J.K. Rowling,Mary GrandPré	4.42	439064864	9780439064866	eng	341	2293963	34692	6/2/1999	Arthur A. Levine Books / Scholastic Inc.
15882	Harrius Potter et Camera Secretorum	J.K. Rowling,Peter Needham	4.42	159990067X	9781599900674	lat	277	86	4	12/26/2006	Bloomsbury USA Children's Books
15887	La historia de la familia Roccamatio de Helsinki	Yann Martel,Bianca Southwood	3.48	8423338665	9788423338665	spa	91	14	2	1/1/2007	Destino Ediciones
15888	An Instance of the Fingerpost	Iain Pears	3.94	1573227951	9781573227957	eng	691	19134	1081	4/1/2000	Riverhead Books
15890	An Instance of the Fingerpost	Iain Pears	3.94	1573220825	9781573220828	eng	691	214	24	3/16/1998	Riverhead Books
15900	Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2)	Alexander McCall Smith	3.96	613647904	9780613647908	eng	256	29	9	9/3/2002	Turtleback
15901	Friends  Lovers  Chocolate (Isabel Dalhousie  #2)	Alexander McCall Smith	3.62	375422994	9780375422997	eng	261	9901	747	9/20/2005	Pantheon Books
15902	The Right Attitude to Rain (Isabel Dalhousie  #3)	Alexander McCall Smith	3.75	375423001	9780375423000	eng	276	7776	560	9/19/2006	Pantheon Books
15904	The Sunday Philosophy Club (Isabel Dalhousie  #1)	Alexander McCall Smith	3.36	1400077095	9781400077090	eng	272	16314	1764	7/12/2005	Anchor
15905	The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2)	Alexander McCall Smith	3.69	1400095085	9781400095087	eng	128	4833	479	12/28/2004	Anchor
15910	Geisha: The Life  the Voices  the Art	Jodi Cobb,Ian Buruma	3.9	037570180X	9780375701801	eng	128	188	12	10/27/1998	Knopf
15923	True Believers (Gregor Demarkian  #17)	Jane Haddam	3.88	312982860	9780312982867	eng	432	237	14	4/15/2002	Minotaur Books
15924	At First Sight (Jeremy Marsh & Lexie Darnell  #2)	Nicholas Sparks	3.82	446698466	9780446698467	eng	204	68379	3083	9/5/2006	Grand Central Publishing
15925	The Guardian	Nicholas Sparks	4.15	446696110	9780446696111	eng	400	148042	4193	4/1/2005	Grand Central Publishing
15930	Wokini: A Lakota Journey to Happiness and Self-Understanding	Billy Mills,Nicholas Sparks	3.57	1561706604	9781561706600	eng	175	253	21	6/1/2003	Hay House
15931	The Notebook (The Notebook  #1)	Nicholas Sparks	4.09	553816713	9780553816716	eng	214	1090603	15272	7/5/2004	Bantam
15937	À tout jamais	Nicholas Sparks	4.17	2266111108	9782266111102	fre	214	186	22	11/21/2002	Pocket
15948	Weg der Träume	Nicholas Sparks,Maja Ueberle-Pfaff	4.03	3453861906	9783453861909	ger	352	8	2	4/1/2003	Heyne
15952	Noches de tormenta	Nicholas Sparks,Isabel Margelí	3.84	8496544141	9788496544147	spa	190	22	5	6/1/2006	Roca Editorial
15956	True Believer	Nicholas Sparks	3.8	446532436	9780446532433	en-US	322	896	77	7/1/2009	Warner Books
15957	The Patron Saint of Liars	Ann Patchett	3.8	1841150509	9781841150505	eng	352	25342	2493	4/1/2003	HarperCollins Publishers
15962	Because It Is Bitter  and Because It Is My Heart	Joyce Carol Oates	3.89	452265819	9780452265813	eng	416	2690	133	3/30/1991	Plume
15966	The Female of the Species: Tales of Mystery and Suspense	Joyce Carol Oates	3.62	156030276	9780156030274	eng	275	1009	109	1/15/2007	Mariner Books
15967	The Falls	Joyce Carol Oates	3.58	60722290	9780060722296	eng	512	8278	748	8/2/2005	Harper Perennial
15971	The Assignation: Stories	Joyce Carol Oates	3.8	880014407	9780880014403	eng	208	337	23	8/1/1996	PerfectBound
15972	The Gravedigger's Daughter	Joyce Carol Oates	3.55	61236829	9780061236822	eng	582	7518	860	5/29/2007	Ecco
15973	Middle Age: A Romance	Joyce Carol Oates	3.58	60934905	9780060934903	eng	480	1650	199	10/1/2002	Ecco
15974	Black Water	Joyce Carol Oates	3.54	452269865	9780452269866	eng	160	5513	484	5/1/1993	Plume
15975	Blonde	Joyce Carol Oates,Claude Seban	3.99	2253152854	9782253152859	fre	1110	6903	522	4/30/2002	Le Livre de Poche
15977	The Museum of Dr. Moses: Tales of Mystery and Suspense	Joyce Carol Oates	3.4	151015317	9780151015313	en-US	229	778	122	8/6/2007	Houghton Mifflin Harcourt
15981	A Garden of Earthly Delights (Wonderland Quartet  #1)	Joyce Carol Oates,Elaine Showalter	3.84	812968344	9780812968347	eng	406	1448	138	4/22/2003	Modern Library
15997	Paradise Lost	John Milton,John      Leonard	3.82	140424393	9780140424393	eng	453	113473	2598	2/27/2003	Penguin Classics
16004	Paradise Lost	John Milton,Philip Pullman	3.82	019280619X	9780192806192	eng	374	269	29	9/15/2005	Oxford University Press
16005	Paradise Lost	John Milton,Gordon Teskey	3.82	393924289	9780393924282	eng	590	1909	120	12/15/2004	W. W. Norton & Company
16006	Paradise (Second Opportunities  #1)	Judith McNaught	4.31	743474163	9780743474160	eng	709	27430	1132	7/1/2003	Pocket Books
16007	Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean	Les Standiford	4.03	1400049474	9781400049479	eng	288	1776	282	8/5/2003	Broadway Books
16014	Milton's Paradise Lost	John Milton,Gustave Doré	3.82	1841932515	9781841932514	eng	384	118	10	8/14/2008	Booksales
16021	The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory	Gia Bathory Al Babel	2.55	1425910394	9781425910396	eng	272	33	7	2/14/2006	Authorhouse
16033	Mary Queen of Scotland and The Isles	Margaret George	4.05	312155859	9780312155858	eng	870	11523	507	4/15/1997	St. Martin's Griffin
16035	When the Elephants Dance	Tess Uriza Holthe	4.03	142002887	9780142002889	en-US	368	2627	382	6/24/2003	Penguin Books
16047	A Thread of Grace	Mary Doria Russell	4.02	449004139	9780449004135	eng	442	11782	1332	12/6/2005	Ballantine Books
16051	The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier	Thad Carhart	3.95	375758623	9780375758621	eng	281	4151	521	3/12/2002	Random House Trade
16059	The Dive From Clausen's Pier	Ann Packer	3.42	375727132	9780375727139	eng	432	19844	1747	4/8/2003	Vintage
16063	The Dive from Clausen's Pier	Ann Packer	3.42	749933631	9780749933630	eng	368	60	8	3/27/2003	Piatkus
16074	A Dubious Codicil	Michael Wharton	3.25	701130644	9780701130640	eng	224	3	0	3/15/1991	Random House UK Distribution
16076	The Awakening and Selected Stories	Kate Chopin,Cynthia Brantley Johnson,Alyssa  Harad	3.92	743487672	9780743487672	eng	296	9459	194	7/1/2004	Simon  Schuster
16077	Complete Novels and Stories	Kate Chopin,Sandra M. Gilbert	4.28	1931082219	9781931082211	eng	1075	506	24	9/30/2002	Library of America
16085	Beowulf & Grendel: The Truth Behind England's Oldest Legend	John Grigsby	3.57	1842931539	9781842931530	en-US	246	47	11	10/10/2005	Watkins Publishing
16091	Grendel: Devil by the Deed	Matt Wagner,Rich Rankin,Chris Pitzer,Diana Schutz	4.08	159307736X	9781593077365	eng	48	539	29	3/27/2007	Dark Horse Comics
16093	Fuselfieber	David Sedaris,Harry Rowohlt	3.79	3453198255	9783453198258	ger	320	14	0	4/1/2002	Diana TB
16102	Mi vida en rose	David Sedaris	3.99	8497934903	9788497934909	spa	240	5	2	11/15/2004	Debolsillo
16111	A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12)	Anthony Powell	4.22	226677184	9780226677187	eng	793	1145	77	5/31/1995	University of Chicago Press
16112	Anthony Powell: A Life	Michael   Barber	3.72	1585677108	9781585677108	eng	352	39	8	12/27/2005	Harry N. Abrams
16113	A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3)	Anthony Powell	3.95	226677141	9780226677149	eng	718	3817	271	5/31/1995	University of Chicago Press
16114	A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9)	Anthony Powell	4.26	226677176	9780226677170	eng	715	1289	83	5/31/1995	University of Chicago Press
16115	A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6)	Anthony Powell	4.29	226677168	9780226677163	eng	722	1237	87	6/15/1995	University of Chicago Press
16121	Titan: The Life of John D. Rockefeller  Sr.	Ron Chernow	4.2	1400077303	9781400077304	eng	832	15971	812	3/30/2004	Vintage
16130	Alexander Hamilton	Ron Chernow	4.23	143034758	9780143034759	eng	818	97099	6149	3/29/2005	Penguin Books
16131	The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance	Ron Chernow	4.07	802138292	9780802138293	eng	812	5110	281	9/20/2001	Grove Press
16141	Ego and Hubris: The Michael Malice Story	Harvey Pekar,Gary Dumm	3.67	345479394	9780345479396	eng	160	390	57	4/11/2006	Ballantine Books
16148	Empire of the Senseless	Kathy Acker	3.49	802131794	9780802131799	eng	240	1487	78	1/13/1994	Grove Press
16151	Great Expectations	Kathy Acker	3.59	802131557	9780802131553	eng	128	740	38	1/18/1994	Grove Press
16172	Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia	Janet Wallach	3.92	1400096197	9781400096190	eng	464	2944	499	7/12/2005	Anchor
16175	Queen of the Scene	Queen Latifah,Frank Morrison	4.06	60778563	9780060778569	en-US	32	94	18	9/26/2006	HarperCollins
16176	The Red Queen: Sex and the Evolution of Human Nature	Matt Ridley	4.04	60556579	9780060556570	eng	405	13491	506	4/29/2003	Harper Perennial (HarperCollins)
16177	The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner)	Jill Conner Browne	4.02	060980877X	9780609808771	en-US	288	1958	142	1/7/2003	Three Rivers Press (CA)
16178	Dairy Queen (Dairy Queen  #1)	Catherine Gilbert Murdock	3.74	618683070	9780618683079	eng	275	25441	2241	5/22/2006	Houghton Mifflin
16179	Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics	Eleanor Herman	3.91	60846739	9780060846732	en-US	336	3808	315	4/11/2006	William Morrow
16180	The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10)	Philippa Gregory	3.87	743272501	9780743272506	eng	518	68763	3394	12/5/2006	Atria Books
16181	The Constant Princess (The Plantagenet and Tudor Novels  #6)	Philippa Gregory	3.9	743272498	9780743272490	eng	390	136931	3915	9/6/2006	Washington Square Press
16182	The Favored Child (The Wideacre Trilogy  #2)	Philippa Gregory	3.62	743249305	9780743249300	eng	624	9643	451	7/2/2003	Washington Square Press
16183	The Virgin's Lover (The Plantagenet and Tudor Novels  #13)	Philippa Gregory	3.71	743269268	9780743269261	eng	441	43749	1967	9/7/2005	Washington Square Press
16184	Virgin Earth  (Tradescant  #2)	Philippa Gregory	3.62	743272536	9780743272537	en-US	661	4469	272	4/5/2006	Washington Square Press
16185	The Wise Woman	Philippa Gregory	3.32	6514642	9780006514640	eng	640	6774	529	2/1/2002	HarperCollins Publishers
16186	Meridon (The Wideacre Trilogy  #3)	Philippa Gregory	3.68	743249313	9780743249317	eng	569	8842	380	7/2/2003	Washington Square Press
16187	The Little House	Philippa Gregory	3.68	6496431	9780006496434	eng	368	1910	237	2/1/1998	HarperCollins Publishers
16188	Wideacre  (The Wideacre Trilogy  #1)	Philippa Gregory	3.3	743249291	9780743249294	eng	656	18944	1547	7/2/2003	Washington Square Press
16191	Un café lejos de aquí	Z.Z. Packer,María Pérez López de Heredia	3.84	8496454339	9788496454330	spa	283	8	0	7/1/2006	Tropismos
16192	You Can't Be Neutral on a Moving Train: A Personal History of Our Times	Howard Zinn	4.3	807071277	9780807071274	eng	214	2543	141	9/5/2002	Beacon Press
16193	Declarations of Independence: Cross-Examining American Ideology	Howard Zinn	4.26	60921080	9780060921088	eng	341	732	25	10/23/1991	Harper Perennial
16199	Citas Celestiales	Alexander McCall Smith,Marta Torent López de Lamadrid	3.16	8489367159	9788489367159	spa	190	1	0	11/1/2006	Umbriel
16200	Ella Minnow Pea: A Novel in Letters	Mark Dunn	3.85	385722435	9780385722438	eng	208	23926	4356	9/17/2002	Anchor
16205	Daisy Miller and Other Stories	Henry James,Jean Gooder	3.52	192835432	9780192835437	eng	352	558	40	11/19/1998	Oxford University Press
16208	The Turn of the Screw,Daisy Miller	Henry James	3.61	440391547	9780440391548	eng	192	959	55	8/1/1954	Laurel
16213	The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus	Richard Preston	4.12	385495226	9780385495226	eng	352	85408	4334	6/15/1999	Anchor Books
16214	The Hot Zone: The Chilling True Story of an Ebola Outbreak	Richard   Preston	4.12	552143030	9780552143035	eng	384	163	26	8/1/1995	Corgi
16228	Gardening with a Wild Heart: Restoring California's Native Landscapes at Home	Judith Larner Lowry	4.29	520251741	9780520251748	eng	267	12	2	3/19/2007	University of California Press
16229	Teacher's Pet (Wild at Heart  #7)	Laurie Halse Anderson	4.05	1584850558	9781584850557	en-US	128	170	5	12/31/2001	American Girl Publishing Inc
16230	Homeless (Wild at Heart  #2)	Laurie Halse Anderson,Mark Salisbury	4.06	1584850450	9781584850458	eng	126	415	32	6/29/2000	American Girl Publishing Inc
16234	Hear the Wind Blow	Mary Downing Hahn	4.07	618181903	9780618181902	eng	224	266	45	5/19/2003	Clarion Books
16243	Case Histories (Jackson Brodie #1)	Kate Atkinson	3.83	316010707	9780316010702	eng	389	67271	5246	10/17/2005	Back Bay Books
